premise,hypothesis,extra,label,generic,concept,hyp_type_pl,reasoning_steps,reasoning_type,extra_type
Penguins eat krill. A Wumox is a penguin.,A Wumox eats krill.,A Bafu is a penguin. Bafus do not eat krill.,W,Penguins eat krill.,Penguins,Wumoxes,1,W-case,Nonsense
Penguins eat krill. A Wumox is a penguin.,A Wumox eats krill.,Whales are not penguins. Whales eat krill.,N,Penguins eat krill.,Penguins,Wumoxes,1,S-alt,Real
Penguins eat krill. A Wumox is a penguin.,A Wumox eats krill.,A Bafu is not a penguin. A Bafu eats krill.,N,Penguins eat krill.,Penguins,Wumoxes,1,S-alt,Nonsense
Penguins eat krill. A Wumox is a penguin.,A Wumox eats krill.,A Bafu is not a penguin. Bafus do not eat krill.,N,Penguins eat krill.,Penguins,Wumoxes,1,N-alt,Nonsense
Penguins eat krill. A Wumox is a penguin.,A Wumox eats krill.,Platypuses are not penguins. Platypuses do not eat krill.,N,Penguins eat krill.,Penguins,Wumoxes,1,N-alt,Real
Penguins eat krill. A Wumox is a penguin.,A Wumox eats krill.,Penguins eat other small animals.,N,Penguins eat krill.,Penguins,Wumoxes,1,N-prop,Real
Penguins eat krill. The adelie penguin is a penguin. A Wumox is the adelie penguin.,A Wumox eats krill.,The adelie penguin eats krill.,S,Penguins eat krill.,Penguins,Wumoxes,2,S-case,Real
Penguins eat krill. Penguins that don't like krill are penguins. Wumoxes are penguins that don't like krill.,A Wumox eats krill.,Penguins that don't like krill do not eat krill.,W,Penguins eat krill.,Penguins,Wumoxes,2,W-case,Real
Penguins eat krill. A Goq is a penguin. A Wumox is a Goq.,A Wumox eats krill.,A Goq eats krill,S,Penguins eat krill.,Penguins,Wumoxes,2,S-case,Nonsense
Penguins eat krill. A Goq is a penguin. A Wumox is a Goq.,A Wumox eats krill.,Goqs do not eat krill,W,Penguins eat krill.,Penguins,Wumoxes,2,W-case,Nonsense
Owls eat seeds. Wumoxes are owls.,Wumoxes eat seeds.,Crows are owls. Crows eat seeds.,S,Owls eat seeds.,Owls,Wumoxes,1,S-case,Real
Owls eat seeds. Wumoxes are owls.,Wumoxes eat seeds.,Bafus are owls. Bafus eat seeds.,S,Owls eat seeds.,Owls,Wumoxes,1,S-case,Nonsense
Owls eat seeds. Wumoxes are owls.,Wumoxes eat seeds.,Owls that catch prey (a small animal like a mouse) are owls. Owls that catch prey (a small animal like a mouse) do not eat seeds.,W,Owls eat seeds.,Owls,Wumoxes,1,W-case,Real
Owls eat seeds. Wumoxes are owls.,Wumoxes eat seeds.,Bafus are owls. Bafus do not eat seeds.,W,Owls eat seeds.,Owls,Wumoxes,1,W-case,Nonsense
Owls eat seeds. Wumoxes are owls.,Wumoxes eat seeds.,Squirrels are not owls. Squirrels eat seeds.,N,Owls eat seeds.,Owls,Wumoxes,1,S-alt,Real
Owls eat seeds. Wumoxes are owls.,Wumoxes eat seeds.,Bafus are not owls. Bafus eat seeds.,N,Owls eat seeds.,Owls,Wumoxes,1,S-alt,Nonsense
Owls eat seeds. Wumoxes are owls.,Wumoxes eat seeds.,Bafus are not owls. Bafus do not eat seeds.,N,Owls eat seeds.,Owls,Wumoxes,1,N-alt,Nonsense
Owls eat seeds. Wumoxes are owls.,Wumoxes eat seeds.,Wolves are not owls. Wolves do not eat seeds.,N,Owls eat seeds.,Owls,Wumoxes,1,N-alt,Real
Owls eat seeds. Wumoxes are owls.,Wumoxes eat seeds.,Owls eat small mammals.,N,Owls eat seeds.,Owls,Wumoxes,1,N-prop,Real
Owls eat seeds. Crows are owls. Wumoxes are crows.,Wumoxes eat seeds.,Crows eat seeds.,S,Owls eat seeds.,Owls,Wumoxes,2,S-case,Real
Owls eat seeds. Owls that catch prey (a small animal like a mouse) are owls. Wumoxes are owls that catch prey (a small animal like a mouse).,Wumoxes eat seeds.,Owls that catch prey (a small animal like a mouse) do not eat seeds.,W,Owls eat seeds.,Owls,Wumoxes,2,W-case,Real
Owls eat seeds. Goqs are owls. Wumoxes are Goqs.,Wumoxes eat seeds.,Goqs eat seeds,S,Owls eat seeds.,Owls,Wumoxes,2,S-case,Nonsense
Owls eat seeds. Goqs are owls. Wumoxes are Goqs.,Wumoxes eat seeds.,Goqs do not eat seeds,W,Owls eat seeds.,Owls,Wumoxes,2,W-case,Nonsense
Sharks have cones. Yebs are sharks.,Yebs have cones.,Tiger sharks are sharks. Tiger sharks have cones.,S,Sharks have cones.,Sharks,Yebs,1,S-case,Real
Sharks have cones. Yebs are sharks.,Yebs have cones.,Wumoxes are sharks. Wumoxes have cones.,S,Sharks have cones.,Sharks,Yebs,1,S-case,Nonsense
Sharks have cones. Yebs are sharks.,Yebs have cones.,Sharks that have lost their cones due to an injury are sharks. Sharks that have lost their cones due to an injury do not have cones.,W,Sharks have cones.,Sharks,Yebs,1,W-case,Real
Sharks have cones. Yebs are sharks.,Yebs have cones.,Wumoxes are sharks. Wumoxes do not have cones.,W,Sharks have cones.,Sharks,Yebs,1,W-case,Nonsense
Sharks have cones. Yebs are sharks.,Yebs have cones.,An ice cream cones is not a shark. An ice cream cones have cones.,N,Sharks have cones.,Sharks,Yebs,1,S-alt,Real
Sharks have cones. Yebs are sharks.,Yebs have cones.,Wumoxes are not sharks. Wumoxes have cones.,N,Sharks have cones.,Sharks,Yebs,1,S-alt,Nonsense
Sharks have cones. Yebs are sharks.,Yebs have cones.,Wumoxes are not sharks. Wumoxes do not have cones.,N,Sharks have cones.,Sharks,Yebs,1,N-alt,Nonsense
Sharks have cones. Yebs are sharks.,Yebs have cones.,Seagulls are not sharks. Seagulls do not have cones.,N,Sharks have cones.,Sharks,Yebs,1,N-alt,Real
Sharks have cones. Yebs are sharks.,Yebs have cones.,Sharks have a different way of seeing.,N,Sharks have cones.,Sharks,Yebs,1,N-prop,Real
Sharks have cones. Tiger sharks are sharks. Yebs are tiger sharks.,Yebs have cones.,Tiger sharks have cones.,S,Sharks have cones.,Sharks,Yebs,2,S-case,Real
Sharks have cones. Sharks that have lost their cones due to an injury are sharks. Yebs are sharks that have lost their cones due to an injury.,Yebs have cones.,Sharks that have lost their cones due to an injury do not have cones.,W,Sharks have cones.,Sharks,Yebs,2,W-case,Real
Sharks have cones. Bafus are sharks. Yebs are Bafus.,Yebs have cones.,Bafus have cones,S,Sharks have cones.,Sharks,Yebs,2,S-case,Nonsense
Sharks have cones. Bafus are sharks. Yebs are Bafus.,Yebs have cones.,Bafus do not have cones,W,Sharks have cones.,Sharks,Yebs,2,W-case,Nonsense
Jellyfish have rings. A Bafu is a jellyfish.,A Bafu has rings.,A lion's mane jellyfish is a jellyfish. A lion's mane jellyfish (cyanea capillata) have rings.,S,Jellyfish have rings.,Jellyfish,Bafus,1,S-case,Real
Jellyfish have rings. A Bafu is a jellyfish.,A Bafu has rings.,A Goq is a jellyfish. A Goq (cyanea capillata) have rings.,S,Jellyfish have rings.,Jellyfish,Bafus,1,S-case,Nonsense
Jellyfish have rings. A Bafu is a jellyfish.,A Bafu has rings.,Moon jellies are jellyfish. Moon jellies do not have rings.,W,Jellyfish have rings.,Jellyfish,Bafus,1,W-case,Real
Jellyfish have rings. A Bafu is a jellyfish.,A Bafu has rings.,A Goq is a jellyfish. Goqs do not have rings.,W,Jellyfish have rings.,Jellyfish,Bafus,1,W-case,Nonsense
Jellyfish have rings. A Bafu is a jellyfish.,A Bafu has rings.,Saturn are not jellyfish. Saturn has rings.,N,Jellyfish have rings.,Jellyfish,Bafus,1,S-alt,Real
Jellyfish have rings. A Bafu is a jellyfish.,A Bafu has rings.,A Goq is not a jellyfish. A Goq (cyanea capillata) have rings.,N,Jellyfish have rings.,Jellyfish,Bafus,1,S-alt,Nonsense
Jellyfish have rings. A Bafu is a jellyfish.,A Bafu has rings.,A Goq is not a jellyfish. Goqs do not have rings.,N,Jellyfish have rings.,Jellyfish,Bafus,1,N-alt,Nonsense
Jellyfish have rings. A Bafu is a jellyfish.,A Bafu has rings.,Flounder are not jellyfish. Flounder do not have rings.,N,Jellyfish have rings.,Jellyfish,Bafus,1,N-alt,Real
Jellyfish have rings. A Bafu is a jellyfish.,A Bafu has rings.,Jellyfish have a jellyfish sting.,N,Jellyfish have rings.,Jellyfish,Bafus,1,N-prop,Real
Jellyfish have rings. A lion's mane jellyfish is a jellyfish. A Bafu is a lion's mane jellyfish.,A Bafu has rings.,A lion's mane jellyfish (cyanea capillata) have rings.,S,Jellyfish have rings.,Jellyfish,Bafus,2,S-case,Real
Jellyfish have rings. Moon jellies are jellyfish. Bafus are moon jellies.,A Bafu has rings.,Moon jellies do not have rings.,W,Jellyfish have rings.,Jellyfish,Bafus,2,W-case,Real
Jellyfish have rings. A Dofik is a jellyfish. A Bafu is a Dofik.,A Bafu has rings.,A Dofik (cyanea capillata) have rings,S,Jellyfish have rings.,Jellyfish,Bafus,2,S-case,Nonsense
Jellyfish have rings. A Dofik is a jellyfish. A Bafu is a Dofik.,A Bafu has rings.,Dofiks do not have rings,W,Jellyfish have rings.,Jellyfish,Bafus,2,W-case,Nonsense
Lizards sit on branches. Bafus are lizards.,Bafus sit on branches.,Anole lizards are lizards. Anole lizards sit on branches.,S,Lizards sit on branches.,Lizards,Bafus,1,S-case,Real
Lizards sit on branches. Bafus are lizards.,Bafus sit on branches.,Goqs are lizards. Goqs sit on branches.,S,Lizards sit on branches.,Lizards,Bafus,1,S-case,Nonsense
Lizards sit on branches. Bafus are lizards.,Bafus sit on branches.,The komodo dragon is a lizard. The komodo dragon does not sit on branches.,W,Lizards sit on branches.,Lizards,Bafus,1,W-case,Real
Lizards sit on branches. Bafus are lizards.,Bafus sit on branches.,Goqs are lizards. A Goq does not sit on branches.,W,Lizards sit on branches.,Lizards,Bafus,1,W-case,Nonsense
Lizards sit on branches. Bafus are lizards.,Bafus sit on branches.,Squirrels are not lizards. Squirrels sit on branches.,N,Lizards sit on branches.,Lizards,Bafus,1,S-alt,Real
Lizards sit on branches. Bafus are lizards.,Bafus sit on branches.,Goqs are not lizards. Goqs sit on branches.,N,Lizards sit on branches.,Lizards,Bafus,1,S-alt,Nonsense
Lizards sit on branches. Bafus are lizards.,Bafus sit on branches.,Goqs are not lizards. A Goq does not sit on branches.,N,Lizards sit on branches.,Lizards,Bafus,1,N-alt,Nonsense
Lizards sit on branches. Bafus are lizards.,Bafus sit on branches.,Sharks are not lizards. A shark does not sit on branches.,N,Lizards sit on branches.,Lizards,Bafus,1,N-alt,Real
Lizards sit on branches. Bafus are lizards.,Bafus sit on branches.,Lizards sit on the ground.,N,Lizards sit on branches.,Lizards,Bafus,1,N-prop,Real
Lizards sit on branches. Anole lizards are lizards. Bafus are anole lizards.,Bafus sit on branches.,Anole lizards sit on branches.,S,Lizards sit on branches.,Lizards,Bafus,2,S-case,Real
Lizards sit on branches. The komodo dragon is a lizard. A Bafu is the komodo dragon.,Bafus sit on branches.,The komodo dragon does not sit on branches.,W,Lizards sit on branches.,Lizards,Bafus,2,W-case,Real
Lizards sit on branches. Dofiks are lizards. Bafus are Dofiks.,Bafus sit on branches.,Dofiks sit on branches,S,Lizards sit on branches.,Lizards,Bafus,2,S-case,Nonsense
Lizards sit on branches. Dofiks are lizards. Bafus are Dofiks.,Bafus sit on branches.,A Dofik does not sit on branches,W,Lizards sit on branches.,Lizards,Bafus,2,W-case,Nonsense
Iguanas eat leaves. A Yeb is an iguana.,A Yeb eats leaves.,A mexican spiny-tailed iguana is an iguana. A mexican spiny-tailed iguana eats leaves.,S,Iguanas eat leaves.,Iguanas,Yebs,1,S-case,Real
Iguanas eat leaves. A Yeb is an iguana.,A Yeb eats leaves.,A Wumox is an iguana. A Wumox eats leaves.,S,Iguanas eat leaves.,Iguanas,Yebs,1,S-case,Nonsense
Iguanas eat leaves. A Yeb is an iguana.,A Yeb eats leaves.,Iguanas who are sick or injured are iguanas. Iguanas who are sick or injured do not eat leaves.,W,Iguanas eat leaves.,Iguanas,Yebs,1,W-case,Real
Iguanas eat leaves. A Yeb is an iguana.,A Yeb eats leaves.,A Wumox is an iguana. Wumoxes do not eat leaves.,W,Iguanas eat leaves.,Iguanas,Yebs,1,W-case,Nonsense
Iguanas eat leaves. A Yeb is an iguana.,A Yeb eats leaves.,Caterpillars are not iguanas. Caterpillars eat leaves.,N,Iguanas eat leaves.,Iguanas,Yebs,1,S-alt,Real
Iguanas eat leaves. A Yeb is an iguana.,A Yeb eats leaves.,A Wumox is not an iguana. A Wumox eats leaves.,N,Iguanas eat leaves.,Iguanas,Yebs,1,S-alt,Nonsense
Iguanas eat leaves. A Yeb is an iguana.,A Yeb eats leaves.,A Wumox is not an iguana. Wumoxes do not eat leaves.,N,Iguanas eat leaves.,Iguanas,Yebs,1,N-alt,Nonsense
Iguanas eat leaves. A Yeb is an iguana.,A Yeb eats leaves.,Scorpions are not iguanas. Scorpions do not eat leaves.,N,Iguanas eat leaves.,Iguanas,Yebs,1,N-alt,Real
Iguanas eat leaves. A Yeb is an iguana.,A Yeb eats leaves.,Iguanas eat other lizards.,N,Iguanas eat leaves.,Iguanas,Yebs,1,N-prop,Real
Iguanas eat leaves. A mexican spiny-tailed iguana is an iguana. A Yeb is a mexican spiny-tailed iguana.,A Yeb eats leaves.,A mexican spiny-tailed iguana eats leaves.,S,Iguanas eat leaves.,Iguanas,Yebs,2,S-case,Real
Iguanas eat leaves. Iguanas who are sick or injured are iguanas. Yebs are iguanas who are sick or injured.,A Yeb eats leaves.,Iguanas who are sick or injured do not eat leaves.,W,Iguanas eat leaves.,Iguanas,Yebs,2,W-case,Real
Iguanas eat leaves. A Bafu is an iguana. A Yeb is a Bafu.,A Yeb eats leaves.,A Bafu eats leaves,S,Iguanas eat leaves.,Iguanas,Yebs,2,S-case,Nonsense
Iguanas eat leaves. A Bafu is an iguana. A Yeb is a Bafu.,A Yeb eats leaves.,Bafus do not eat leaves,W,Iguanas eat leaves.,Iguanas,Yebs,2,W-case,Nonsense
Wasps eat nectar. Yebs are wasps.,Yebs eat nectar.,"Social wasps including paper wasps, yellowjackets, and hornets are wasps. Social wasps including paper wasps, yellowjackets, and hornets eat nectar.",S,Wasps eat nectar.,Wasps,Yebs,1,S-case,Real
Wasps eat nectar. Yebs are wasps.,Yebs eat nectar.,Wumoxes are wasps. Wumoxes eat nectar.,S,Wasps eat nectar.,Wasps,Yebs,1,S-case,Nonsense
Wasps eat nectar. Yebs are wasps.,Yebs eat nectar.,Wasps that are looking for a place to build a nest are wasps. Wasps that are looking for a place to build a nest do not eat nectar.,W,Wasps eat nectar.,Wasps,Yebs,1,W-case,Real
Wasps eat nectar. Yebs are wasps.,Yebs eat nectar.,Wumoxes are wasps. Wumoxes do not eat nectar.,W,Wasps eat nectar.,Wasps,Yebs,1,W-case,Nonsense
Wasps eat nectar. Yebs are wasps.,Yebs eat nectar.,Bumblebees are not wasps. Bumblebees eat nectar.,N,Wasps eat nectar.,Wasps,Yebs,1,S-alt,Real
Wasps eat nectar. Yebs are wasps.,Yebs eat nectar.,Wumoxes are not wasps. Wumoxes eat nectar.,N,Wasps eat nectar.,Wasps,Yebs,1,S-alt,Nonsense
Wasps eat nectar. Yebs are wasps.,Yebs eat nectar.,Wumoxes are not wasps. Wumoxes do not eat nectar.,N,Wasps eat nectar.,Wasps,Yebs,1,N-alt,Nonsense
Wasps eat nectar. Yebs are wasps.,Yebs eat nectar.,Tigers are not wasps. Tigers do not eat nectar.,N,Wasps eat nectar.,Wasps,Yebs,1,N-alt,Real
Wasps eat nectar. Yebs are wasps.,Yebs eat nectar.,"Wasps eat other insects, including bees.",N,Wasps eat nectar.,Wasps,Yebs,1,N-prop,Real
"Wasps eat nectar. Social wasps including paper wasps, yellowjackets, and hornets are wasps. Yebs are social wasps including paper wasps, yellowjackets, and hornets.",Yebs eat nectar.,"Social wasps including paper wasps, yellowjackets, and hornets eat nectar.",S,Wasps eat nectar.,Wasps,Yebs,2,S-case,Real
Wasps eat nectar. Wasps that are looking for a place to build a nest are wasps. Yebs are wasps that are looking for a place to build a nest.,Yebs eat nectar.,Wasps that are looking for a place to build a nest do not eat nectar.,W,Wasps eat nectar.,Wasps,Yebs,2,W-case,Real
Wasps eat nectar. Bafus are wasps. Yebs are Bafus.,Yebs eat nectar.,Bafus eat nectar,S,Wasps eat nectar.,Wasps,Yebs,2,S-case,Nonsense
Wasps eat nectar. Bafus are wasps. Yebs are Bafus.,Yebs eat nectar.,Bafus do not eat nectar,W,Wasps eat nectar.,Wasps,Yebs,2,W-case,Nonsense
Tortoises eat insects. A Bafu is a tortoise.,A Bafu eats insects.,A leopard tortoise is a tortoise. A leopard tortoise eats insects.,S,Tortoises eat insects.,Tortoises,Bafus,1,S-case,Real
Tortoises eat insects. A Bafu is a tortoise.,A Bafu eats insects.,A Goq is a tortoise. A Goq eats insects.,S,Tortoises eat insects.,Tortoises,Bafus,1,S-case,Nonsense
Tortoises eat insects. A Bafu is a tortoise.,A Bafu eats insects.,Galapagos tortoises are tortoises. Galapagos tortoises do not eat insects.,W,Tortoises eat insects.,Tortoises,Bafus,1,W-case,Real
Tortoises eat insects. A Bafu is a tortoise.,A Bafu eats insects.,A Goq is a tortoise. Goqs do not eat insects.,W,Tortoises eat insects.,Tortoises,Bafus,1,W-case,Nonsense
Tortoises eat insects. A Bafu is a tortoise.,A Bafu eats insects.,Praying mantises are not tortoises. Praying mantises eat insects.,N,Tortoises eat insects.,Tortoises,Bafus,1,S-alt,Real
Tortoises eat insects. A Bafu is a tortoise.,A Bafu eats insects.,A Goq is not a tortoise. A Goq eats insects.,N,Tortoises eat insects.,Tortoises,Bafus,1,S-alt,Nonsense
Tortoises eat insects. A Bafu is a tortoise.,A Bafu eats insects.,A Goq is not a tortoise. Goqs do not eat insects.,N,Tortoises eat insects.,Tortoises,Bafus,1,N-alt,Nonsense
Tortoises eat insects. A Bafu is a tortoise.,A Bafu eats insects.,Whales are not tortoises. Whales do not eat insects.,N,Tortoises eat insects.,Tortoises,Bafus,1,N-alt,Real
Tortoises eat insects. A Bafu is a tortoise.,A Bafu eats insects.,Tortoises eat plants.,N,Tortoises eat insects.,Tortoises,Bafus,1,N-prop,Real
Tortoises eat insects. A leopard tortoise is a tortoise. A Bafu is a leopard tortoise.,A Bafu eats insects.,A leopard tortoise eats insects.,S,Tortoises eat insects.,Tortoises,Bafus,2,S-case,Real
Tortoises eat insects. Galapagos tortoises are tortoises. Bafus are galapagos tortoises.,A Bafu eats insects.,Galapagos tortoises do not eat insects.,W,Tortoises eat insects.,Tortoises,Bafus,2,W-case,Real
Tortoises eat insects. A Dofik is a tortoise. A Bafu is a Dofik.,A Bafu eats insects.,A Dofik eats insects,S,Tortoises eat insects.,Tortoises,Bafus,2,S-case,Nonsense
Tortoises eat insects. A Dofik is a tortoise. A Bafu is a Dofik.,A Bafu eats insects.,Dofiks do not eat insects,W,Tortoises eat insects.,Tortoises,Bafus,2,W-case,Nonsense
Lizards live in burrows. A Wumox is a lizard.,A Wumox lives in burrows.,A leopard gecko is a lizard. A leopard gecko lives in burrows.,S,Lizards live in burrows.,Lizards,Wumoxes,1,S-case,Real
Lizards live in burrows. A Wumox is a lizard.,A Wumox lives in burrows.,A Bafu is a lizard. A Bafu lives in burrows.,S,Lizards live in burrows.,Lizards,Wumoxes,1,S-case,Nonsense
Lizards live in burrows. A Wumox is a lizard.,A Wumox lives in burrows.,Lizards that are too big to fit in a burrow are lizards. Lizards that are too big to fit in a burrow do not live in burrows.,W,Lizards live in burrows.,Lizards,Wumoxes,1,W-case,Real
Lizards live in burrows. A Wumox is a lizard.,A Wumox lives in burrows.,A Bafu is a lizard. Bafus do not live in burrows.,W,Lizards live in burrows.,Lizards,Wumoxes,1,W-case,Nonsense
Lizards live in burrows. A Wumox is a lizard.,A Wumox lives in burrows.,Hedgehogs are not lizards. Hedgehogs live in burrows.,N,Lizards live in burrows.,Lizards,Wumoxes,1,S-alt,Real
Lizards live in burrows. A Wumox is a lizard.,A Wumox lives in burrows.,A Bafu is not a lizard. A Bafu lives in burrows.,N,Lizards live in burrows.,Lizards,Wumoxes,1,S-alt,Nonsense
Lizards live in burrows. A Wumox is a lizard.,A Wumox lives in burrows.,A Bafu is not a lizard. Bafus do not live in burrows.,N,Lizards live in burrows.,Lizards,Wumoxes,1,N-alt,Nonsense
Lizards live in burrows. A Wumox is a lizard.,A Wumox lives in burrows.,Sharks are not lizards. Sharks do not live in burrows.,N,Lizards live in burrows.,Lizards,Wumoxes,1,N-alt,Real
Lizards live in burrows. A Wumox is a lizard.,A Wumox lives in burrows.,Lizards live in the rainforest.,N,Lizards live in burrows.,Lizards,Wumoxes,1,N-prop,Real
Lizards live in burrows. A leopard gecko is a lizard. A Wumox is a leopard gecko.,A Wumox lives in burrows.,A leopard gecko lives in burrows.,S,Lizards live in burrows.,Lizards,Wumoxes,2,S-case,Real
Lizards live in burrows. Lizards that are too big to fit in a burrow are lizards. Wumoxes are lizards that are too big to fit in a burrow.,A Wumox lives in burrows.,Lizards that are too big to fit in a burrow do not live in burrows.,W,Lizards live in burrows.,Lizards,Wumoxes,2,W-case,Real
Lizards live in burrows. A Goq is a lizard. A Wumox is a Goq.,A Wumox lives in burrows.,A Goq lives in burrows,S,Lizards live in burrows.,Lizards,Wumoxes,2,S-case,Nonsense
Lizards live in burrows. A Goq is a lizard. A Wumox is a Goq.,A Wumox lives in burrows.,Goqs do not live in burrows,W,Lizards live in burrows.,Lizards,Wumoxes,2,W-case,Nonsense
Rattlesnakes live in burrows. A Goq is a rattlesnake.,A Goq lives in burrows.,A prairie rattlesnake is a rattlesnake. A prairie rattlesnake lives in burrows.,S,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,1,S-case,Real
Rattlesnakes live in burrows. A Goq is a rattlesnake.,A Goq lives in burrows.,A Dofik is a rattlesnake. A Dofik lives in burrows.,S,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,1,S-case,Nonsense
Rattlesnakes live in burrows. A Goq is a rattlesnake.,A Goq lives in burrows.,Rattlesnakes that are looking for a new home are rattlesnakes. Rattlesnakes that are looking for a new home do not live in burrows.,W,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,1,W-case,Real
Rattlesnakes live in burrows. A Goq is a rattlesnake.,A Goq lives in burrows.,A Dofik is a rattlesnake. Dofiks do not live in burrows.,W,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,1,W-case,Nonsense
Rattlesnakes live in burrows. A Goq is a rattlesnake.,A Goq lives in burrows.,Prairie dogs are not rattlesnakes. Prairie dogs live in burrows.,N,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,1,S-alt,Real
Rattlesnakes live in burrows. A Goq is a rattlesnake.,A Goq lives in burrows.,A Dofik is not a rattlesnake. A Dofik lives in burrows.,N,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,1,S-alt,Nonsense
Rattlesnakes live in burrows. A Goq is a rattlesnake.,A Goq lives in burrows.,A Dofik is not a rattlesnake. Dofiks do not live in burrows.,N,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,1,N-alt,Nonsense
Rattlesnakes live in burrows. A Goq is a rattlesnake.,A Goq lives in burrows.,Sharks are not rattlesnakes. Sharks do not live in burrows.,N,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,1,N-alt,Real
Rattlesnakes live in burrows. A Goq is a rattlesnake.,A Goq lives in burrows.,Rattlesnakes live in the desert.,N,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,1,N-prop,Real
Rattlesnakes live in burrows. A prairie rattlesnake is a rattlesnake. A Goq is a prairie rattlesnake.,A Goq lives in burrows.,A prairie rattlesnake lives in burrows.,S,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,2,S-case,Real
Rattlesnakes live in burrows. Rattlesnakes that are looking for a new home are rattlesnakes. Goqs are rattlesnakes that are looking for a new home.,A Goq lives in burrows.,Rattlesnakes that are looking for a new home do not live in burrows.,W,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,2,W-case,Real
Rattlesnakes live in burrows. A Yeb is a rattlesnake. A Goq is a Yeb.,A Goq lives in burrows.,A Yeb lives in burrows,S,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,2,S-case,Nonsense
Rattlesnakes live in burrows. A Yeb is a rattlesnake. A Goq is a Yeb.,A Goq lives in burrows.,Yebs do not live in burrows,W,Rattlesnakes live in burrows.,Rattlesnakes,Goqs,2,W-case,Nonsense
Tortoises eat hay. A Bafu is a tortoise.,A Bafu eats hay.,A galapagos tortoise is a tortoise. A galapagos tortoise eats hay.,S,Tortoises eat hay.,Tortoises,Bafus,1,S-case,Real
Tortoises eat hay. A Bafu is a tortoise.,A Bafu eats hay.,A Goq is a tortoise. A Goq eats hay.,S,Tortoises eat hay.,Tortoises,Bafus,1,S-case,Nonsense
Tortoises eat hay. A Bafu is a tortoise.,A Bafu eats hay.,Galapagos tortoises are tortoises. Galapagos tortoises do not eat hay.,W,Tortoises eat hay.,Tortoises,Bafus,1,W-case,Real
Tortoises eat hay. A Bafu is a tortoise.,A Bafu eats hay.,A Goq is a tortoise. Goqs do not eat hay.,W,Tortoises eat hay.,Tortoises,Bafus,1,W-case,Nonsense
Tortoises eat hay. A Bafu is a tortoise.,A Bafu eats hay.,Rabbits are not tortoises. Rabbits eat hay.,N,Tortoises eat hay.,Tortoises,Bafus,1,S-alt,Real
Tortoises eat hay. A Bafu is a tortoise.,A Bafu eats hay.,A Goq is not a tortoise. A Goq eats hay.,N,Tortoises eat hay.,Tortoises,Bafus,1,S-alt,Nonsense
Tortoises eat hay. A Bafu is a tortoise.,A Bafu eats hay.,A Goq is not a tortoise. Goqs do not eat hay.,N,Tortoises eat hay.,Tortoises,Bafus,1,N-alt,Nonsense
Tortoises eat hay. A Bafu is a tortoise.,A Bafu eats hay.,Seahorses are not tortoises. Seahorses do not eat hay.,N,Tortoises eat hay.,Tortoises,Bafus,1,N-alt,Real
Tortoises eat hay. A Bafu is a tortoise.,A Bafu eats hay.,Tortoises eat dandelions.,N,Tortoises eat hay.,Tortoises,Bafus,1,N-prop,Real
Tortoises eat hay. A galapagos tortoise is a tortoise. A Bafu is a galapagos tortoise.,A Bafu eats hay.,A galapagos tortoise eats hay.,S,Tortoises eat hay.,Tortoises,Bafus,2,S-case,Real
Tortoises eat hay. Galapagos tortoises are tortoises. Bafus are galapagos tortoises.,A Bafu eats hay.,Galapagos tortoises do not eat hay.,W,Tortoises eat hay.,Tortoises,Bafus,2,W-case,Real
Tortoises eat hay. A Dofik is a tortoise. A Bafu is a Dofik.,A Bafu eats hay.,A Dofik eats hay,S,Tortoises eat hay.,Tortoises,Bafus,2,S-case,Nonsense
Tortoises eat hay. A Dofik is a tortoise. A Bafu is a Dofik.,A Bafu eats hay.,Dofiks do not eat hay,W,Tortoises eat hay.,Tortoises,Bafus,2,W-case,Nonsense
Lizards are eaten by birds. A Bafu is a lizard.,A Bafu is eaten by birds.,A geckos is a lizard. A geckos are eaten by birds.,S,Lizards are eaten by birds.,Lizards,Bafus,1,S-case,Real
Lizards are eaten by birds. A Bafu is a lizard.,A Bafu is eaten by birds.,A Goq is a lizard. A Goq are eaten by birds.,S,Lizards are eaten by birds.,Lizards,Bafus,1,S-case,Nonsense
Lizards are eaten by birds. A Bafu is a lizard.,A Bafu is eaten by birds.,"Lizards that are in a place where there are no birds, or are lizards. Lizards that are in a place where there are no birds, or are not eaten by birds.",W,Lizards are eaten by birds.,Lizards,Bafus,1,W-case,Real
Lizards are eaten by birds. A Bafu is a lizard.,A Bafu is eaten by birds.,A Goq is a lizard. Goqs are not eaten by birds.,W,Lizards are eaten by birds.,Lizards,Bafus,1,W-case,Nonsense
Lizards are eaten by birds. A Bafu is a lizard.,A Bafu is eaten by birds.,Insects are not lizards. Insects are eaten by birds.,N,Lizards are eaten by birds.,Lizards,Bafus,1,S-alt,Real
